NAME,AUTHOR,NARRATOR,RELEASEDATE,LANGUAGE,PRICE,DURATION_MINUTES,RATING_PERCENT
"Thank You, Jeeves",P.G.Wodehouse,Martin Jarvis,21-02-11,English,569.0,290,100
Submarine,Joe Dunthorne,Craig Roberts,12-08-11,English,596.0,505,100
The Ramayana Lord Rama the Supreme Personality of Godhead - Part 4,Valmiki,"Jagannatha Dasa,The Icon Players",10-04-20,English,187.0,219,100
The Warrior Queen,Emily R.King,"Lauren Ezzo,Scott Merriman,Scott Lange",14-08-18,English,469.0,648,100
Why Moats Matter,"Heather Brilliant,Elizabeth Collins",Julie Eickhoff,27-07-20,English,668.0,488,100
Immun,"Philipp Dettmer,Sebastian Vogel,Anne Flückiger",Christoph Jablonka,01-11-21,german,468.0,700,100
Stand Strong,Shubha Vilas,Neel Chaudhuri,21-10-20,English,836.0,625,100
Book of Kali,Seema Mohanty,Deepti Singh,21-11-20,English,879.0,188,100
Diagnosis,Lisa Sanders,Lisa Sanders,13-08-19,English,879.0,513,100
The Meditations: An Emperor's Guide to Mastery,"Marcus Aurelius,Ancient Renewal,Sam Torode-translator",Sam Torode,05-12-17,English,233.0,143,100
The Brand Custodian,Mukund Rajan,Mayur Suvarna,10-03-21,English,1350.0,438,100
Whole Brain Living,Jill Bolte Taylor Ph D,Jill Bolte Taylor Ph D,11-05-21,English,703.0,674,100
The Burger King,Jim Mc Lamore,BJHarrison,14-04-20,English,586.0,665,100
Kiss That Frog!,"Brian Tracy,Christina Tracy Stein",Brian Tracy,01-03-12,English,656.0,231,100
Making It All Work,David Allen,David Allen,22-01-09,English,1005.0,513,100
Change Maker,John Berardi Ph D,John Berardi Ph D,03-12-19,English,1172.0,471,100
Manifest Now,Idil Ahmed,Idil Ahmed,13-10-18,English,501.0,263,100
What Should I Do Now that I'm a Christian?,Sam Emadi,Marcus Jackman,11-10-21,English,117.0,38,100
The Success Principles,Jack Canfield,Jack Canfield,05-04-12,English,322.0,385,100
How to Rock It Like a TED Talk,Cathey Armillas,Cathey Armillas,03-10-17,English,1172.0,226,100
When to Rob a Bank,"Steven D.Levitt,Stephen J.Dubner","Stephen J.Dubner,Steven D.Levitt,Erik Bergmann",05-05-15,English,1350.0,493,100
The Garden Jungle,Dave Goulson,Dave Goulson,21-11-19,English,888.0,454,100
What Happened to You?,"Oprah Winfrey,Dr Bruce Perry","Dr Bruce Perry,Oprah Winfrey",29-04-21,English,323.0,506,100
Tiny Habits,BJFogg,BJFogg,16-01-20,English,888.0,682,100
How to Get and Stay Motivated,Grant Cardone,Grant Cardone,28-04-17,English,233.0,112,100
Rich People Problems,Kevin Kwan,Lydia Look,23-05-17,English,1256.0,962,100
The Amazing Adventures of Kavalier & Clay,Michael Chabon,David Colacci,12-06-12,English,586.0,1580,100
Limitless,Tim Peake,Tim Peake,15-10-20,English,888.0,857,100
Ask and It Is Given,"Esther Hicks,Jerry Hicks",Jerry Hicks,12-12-19,English,668.0,408,100
The Tragedy of Great Power Politics,John J.Mearsheimer,Mark Ashby,11-07-13,English,891.0,974,100
Silicon,Federico Faggin,Mark Bramhall,09-03-21,English,820.0,586,100
The Miracle on Ebenezer Street,Catherine Doyle,Remmie Milner,01-10-20,English,615.0,316,100
The Wisdom of Wolves,"Jim Dutcher,Jamie Dutcher,James Manfull-contributor,","Traber Burns,Kate Mulligan,Kevin Kenerly",04-12-18,English,702.0,304,100
The Abundance of Less,Andy Couturier,Adam Riley,27-02-18,English,1254.0,853,100
Playing Big,Tara Mohr,Tara Mohr,16-10-14,English,683.0,506,100
The Man Who Sold America,"Jeffrey L.Cruikshank,Arthur W.Schultz",Walter Dixon,18-03-11,English,1407.0,1017,100
King of Hearts,G.Wayne Miller,Patrick Cullen,25-04-03,English,585.0,463,100
Do the KIND Thing,Daniel Lubetzky,Daniel Lubetzky,31-03-15,English,879.0,461,100
The Accidental Entrepreneur,Janine Allis,Rachael Tidd,04-07-16,English,668.0,416,100
James Allen - Complete Premium Collection,James Allen,Andrew Farell,28-06-19,English,32.0,2254,100
Spark Joy,Marie Kondo,Ms Sumalee Montano,15-06-17,English,615.0,331,100
Einstein and the Quantum,A.Douglas Stone,Gabriel Vaughan,06-10-13,English,836.0,669,100
The Book on Investing In Real Estate with No (and Low) Money Down,Brandon Turner,Brandon Turner,06-11-14,English,668.0,333,100
The Power of a Positive Attitude,Roger Fritz,Christopher Lane,09-06-08,English,468.0,176,100
Dharati Pakad Nirdaliya,Ravindra Prabhat,Kafeel Jafri,25-07-19,Hindi,137.0,374,100
The Practice of Groundedness,Brad Stulberg,Will Damron,07-09-21,English,879.0,423,100
What You Think You Know About Football Is Wrong,Kevin Moore,Ed Killingback,31-10-19,English,493.0,299,100
Crucial Confrontations,"Kerry Patterson,Joseph Grenny,Ron Mc Millan,",Barrett Whitener,03-08-21,English,586.0,265,100
"Hot Lights, Cold Steel",Michael J.Collins MD,John Pruden,14-02-17,English,938.0,561,100
Unblocked,"Margaret Lynch Raniere,David Raniere Ph D","Margaret Lynch Raniere,David Raniere Ph D",13-04-21,English,750.0,670,100
A Hunter's Fireside Book,Gene Hill,Ray Childs,31-05-13,English,668.0,306,100
Give Work,Leila Janah,Leila Janah,26-09-17,English,879.0,497,100
The Ascent of Rum Doodle,W.E.Bowman,"Terry Wale,Bill Bryson",06-06-11,English,615.0,253,100
The Inimitable Jeeves,P.G.Wodehouse,Jonathan Cecil,29-08-05,English,558.0,383,100
The Night Swim,Megan Goldin,"Bailey Carr,January La Voy,Samantha Desz",01-11-21,English,1063.0,595,100
The Rainbow and the Rose,Nevil Shute,Robin Kermode,02-12-12,English,569.0,466,100
The Second Kind of Impossible,Paul J.Steinhardt,Peter Larkin,23-04-19,English,836.0,681,100
The One-Straw Revolution,"Masanobu Fukuoka,Larry Korn",David Shih,29-08-17,English,703.0,307,100
The First Billion is the Hardest,T.Boone Pickens,Arthur Morey,16-09-08,English,879.0,488,100
"Quotes, Ruminations & Contemplations: Volume I",Corey Wayne,Corey Wayne,03-05-21,English,836.0,814,100
Read to Lead,"Jeff Brown,Jesse Wisnewski","Jeff Brown,Jesse Wisnewski",31-08-21,English,586.0,290,100
Upland Autumn,William G.Tapply,Clay Teunis,23-02-13,English,501.0,263,100
Apollo 11,David Whitehouse,Simon Mattacks,11-06-19,English,837.0,488,100
Neanderthal Man,Svante Pääbo,Dennis Holland,03-10-14,English,836.0,636,100
Lok Vyavhar,Dale Carnegie,Ravinder Singh,19-02-19,Hindi,161.0,588,100
Teaming with Microbes,"Jeff Lowenfels,Wayne Lewis",Chris Lutkin,21-04-20,English,1172.0,487,100
"Carry On, Jeeves",P.G.Wodehouse,Martin Jarvis,10-12-07,English,569.0,289,100
This Is How,Augusten Burroughs,Augusten Burroughs,10-04-13,English,820.0,398,100
Down to Earth,Monty Don,Monty Don,07-03-19,English,888.0,458,100
"Bringing Nature Home, Updated and Expanded","Douglas W.Tallamy,Rick Darke-foreword",Jonathan Todd Ross,22-01-19,English,586.0,400,100
Carl's Doomsday Scenario,Matt Dinniman,Jeff Hays,22-04-21,English,836.0,688,100
The Accidental Tourist,Anne Tyler,Joe Barrett,22-05-14,English,752.0,676,100
Grin and Beard It,Penny Reid,"Chris Brinkley,Cielo Camargo",05-09-16,English,836.0,753,100
Bodhisattva Mind,Pema Chödrön,Pema Chodron,30-10-06,English,1640.0,486,100
The Perfect Predator,"Steffanie Strathdee,Thomas Patterson,Teresa Barker-contributor","Christine Lakin,Dan Woren",28-02-19,English,500.0,691,100
Hello Lovelies!,Hayley De Roche,Emily Bauer,23-05-19,English,1003.0,554,100
Rockaway Bride,Pippa Grant,"Savannah Peachwood,Jason Clarke",22-07-19,English,668.0,487,100
Letters to a Young Lawyer,Alan M.Dershowitz,Joe Barrett,01-07-20,English,500.0,262,100
Decision Time,"Laurence Alison,Neil Shortland","Laurence Alison,Neil Shortland",07-10-21,English,888.0,389,100
Stay Fit and Healthy Until You're Dead,Dave Barry,Arte Johnson,16-12-99,English,398.0,124,100
NeuroWisdom,"Mark Robert Waldman,Chris Manning Ph D",Patrick Lawlor,31-01-17,English,773.0,467,100
Wild Country,Anne Bishop,Alexandra Harris,05-03-19,English,1256.0,1077,100
Sink Reflections,Marla Cilley,Nan Mc Namara,02-02-21,English,586.0,363,100
The Most Successful Small Business in the World,Michael E.Gerber,Michael E.Gerber,25-01-10,English,738.0,283,100
Peace Is Every Breath,Thich Nhat Hanh,Rory Alexander,26-08-21,English,615.0,138,100
Why 'A' Students Work for 'C' Students and 'B' Students Work for the Government,Robert T.Kiyosaki,Tim Wheeler,08-09-13,English,1005.0,665,100
Hot Water,P.G.Wodehouse,Jonathan Cecil,19-08-08,English,607.0,436,100
Breathe GOLF,"Jayne Storey,Kim Wallis",Jayne Storey,11-06-19,English,379.0,276,100
Lost Books of the Bible: The Great Rejected Texts,Joseph B.Lumpkin,Dennis Logan,18-09-18,English,1003.0,3193,100
Once Upon an Eid,"S.K.Ali-editor,Aisha Saeed-editor","Siiri Scott,Neil Shah",28-07-20,English,469.0,310,100
The Closer's Survival Guide - Third Edition,Grant Cardone,Grant Cardone,30-04-14,English,668.0,333,100
Women of the Word,Jen Wilkin,Jen Wilkin,31-03-15,English,586.0,198,100
Dirty Glory,Pete Greig,Pete Greig,29-03-17,English,703.0,725,100
The Joy of Fearing God,Jerry Bridges,Al Sanders,12-05-15,English,351.0,185,100
The Spiritual Man,Watchman Nee,Josh Miller,11-02-15,English,1003.0,1538,100
The Pope of Physics,"Gino Segre,Bettina Hoerlin",Tim Campbell,14-02-17,English,1008.0,639,100
The Clockwork Universe,Edward Dolnick,Alan Sklar,08-02-11,English,836.0,604,100
Wilderness Essays,John Muir,Steven Brand,27-03-19,English,469.0,399,100
Peak Performance,"Brad Stulberg,Steve Magness",Christopher Lane,06-06-17,English,837.0,394,100
I'm Not Really a Waitress,Suzi Weiss-Fischmann,Sarah Mollo-Christensen,12-03-19,English,500.0,367,100
Black (4 Novel Bundle),Russell Blake,R.C.Bray,20-06-18,English,1003.0,1759,100
Pigs Have Wings,P.G.Wodehouse,Martin Jarvis,16-07-09,English,569.0,296,100
We Are All Stardust,Stefan Klein,"Gildart Jackson,Simon Vance,Kate Reading,",03-11-15,English,820.0,525,100
The Happiness Advantage,Shawn Achor,Shawn Achor,21-05-15,English,797.0,440,100
Golf Positive: Lesson 2,Debbie O'Connell,Debbie O'Connell,31-03-16,English,46.0,6,100
Maybe This Time,Kasie West,Ana Isabel,09-07-19,English,586.0,468,100
Personality Isn't Permanent,Benjamin Hardy,Sean Pratt,16-06-20,English,879.0,436,100
How Dogs Think,Stanley Coren Ph D,Bob Dio,30-04-17,English,1008.0,784,100
Mind Over Back Pain,John E.Sarno M.D.,Peter Berkrot,01-06-20,English,680.0,211,100
Zak George’s Dog Training Revolution,Zak George,Zak George,22-11-16,English,820.0,404,100
"Very Good Jeeves, Volume 1",P.G.Wodehouse,Martin Jarvis,08-09-11,English,569.0,245,100
"A Case of the Meanies: Stella Batts, Book 4",Courtney Sheinmel,Cassandra Morris,05-02-13,English,233.0,111,100
How I Built This,Guy Raz,Guy Raz,15-09-20,English,323.0,631,100
Thuppariyum Sambu Part 2 (Tamil Edition),Devan,Bombay Kannan,18-05-21,tamil,62.0,149,100
The Code of the Woosters,P.G.Wodehouse,Martin Jarvis,17-11-11,English,569.0,298,100
5 Days to a Clutter-Free House,"Sandra Felton,Marsha Sims",Laurel Lefkow,19-12-17,English,1172.0,287,100
Fear Zone,K.R.Alexander,"Sarah Beth Goer,Emily Bauer,A.J.Beckles,",04-08-20,English,492.0,317,100
Scare Me,K.R.Alexander,Michael Crouch,01-07-20,English,492.0,221,100
How Successful People Think,John C.Maxwell,Chris Sorenson,01-06-09,English,500.0,219,100
Time Management Made Simple,Brian Tracy,Brian Tracy,19-10-11,English,1172.0,648,100
The Magic of Self-Respect,Osho,Osho,22-08-16,English,445.0,1756,100
When Blood Breaks Down,Mikkael A.Sekeres,Mike Lenz,07-07-20,English,586.0,448,100
Living with a Green Heart,Gay Browne,Nan Mc Namara,26-03-19,English,703.0,409,100
Simply Sustainable,Lily Cameron,Gabra Zackman,30-03-21,English,754.0,247,100
Napoleon Hill's Golden Rules,Napoleon Hill,Oliver Wyman,22-12-08,English,702.0,417,100
All Things Bright and Beautiful,James Herriot,Nicholas Ralph,17-09-20,English,323.0,803,100
"Soccer For Dummies, 2nd Edition","Thomas Dunmore,Scott Murray",Aaron Landon,20-10-14,English,836.0,673,100
Sacred Space,Denise Linn,Laural Merlington,31-05-18,English,703.0,754,100
The Drug Hunters,"Donald R.Kirsch Ph D,Ogi Ogas Ph D",James Foster,03-01-17,English,820.0,455,100
Mini Habits,Stephen Guise,Daniel Penz,02-04-14,English,501.0,220,100
"Get Rich, Lucky Bitch!",Denise Duffield-Thomas,Denise Duffield-Thomas,24-07-18,English,773.0,425,100
The Eden Express,Mark Vonnegut,Pete Cross,19-12-17,English,1172.0,593,100
Advanced ThetaHealing®,Vianna Stibal,Norma Butikofer,31-03-20,English,797.0,537,100
The Making of Modern Economics,Mark Skousen,Patrick Cullen,20-05-04,English,1005.0,1188,100
Google Speaks,Janet Lowe,Sean Pratt,12-05-09,English,703.0,413,100
100 Side Hustles,Chris Guillebeau,Chris Guillebeau,04-06-19,English,1005.0,454,100
Ecce Homo,Friedrich Nietzsche,Ellis Freeman,07-10-19,English,1008.0,303,100
A Zero Waste Life,Anita Vandyke,Anita Vandyke,01-02-19,English,797.0,142,100
Second Suns,David Oliver Relin,Rob Shapiro,18-06-13,English,1005.0,921,100
101 Ways to Go Zero Waste,Kathryn Kellogg,Chloe Cannon,21-05-19,English,469.0,278,100
The Man Who Touched His Own Heart,Rob Dunn,Robert Fass,03-02-15,English,500.0,726,100
Heat,Bill Buford,Michael Kramer,25-05-06,English,1005.0,735,100
Humanizing the Economy,John Restakis,David M.Adams,08-08-12,English,694.0,772,100
Let It Go,Peter Walsh,Gary Furlong,14-02-17,English,820.0,348,100
The Wintertime Paradox,Dave Rudden,Sophie Aldred,22-10-20,English,615.0,590,100
Second Sight,Judith Orloff,Judith Orloff,21-08-12,English,754.0,152,100
Think Big,Professor Grace Lordan,Professor Grace Lordan,25-03-21,English,888.0,455,100
"Men and Rubber, The Story of Business",Harvey S.Firestone,Merelyn Smith,03-09-15,English,281.0,164,100
You Turn,Ashley Stahl,Ashley Stahl,26-01-21,English,820.0,561,100
Thursday Night Lights,Michael Hurd,JDJackson,12-11-19,English,668.0,541,100
Soccology,Kevin George,Miles Mitchell,13-12-19,English,569.0,387,100
Unstuff Your Life,Andrew J.Mellen,Andrew J.Mellen,14-02-12,English,836.0,621,100
The Point After,Sean Conley,Alexander Cendese,21-07-20,English,844.0,404,100
The Clutter Connection,Cassandra Aarssen,Ann Richardson,15-01-19,English,702.0,338,100
Sweet Girl,Rachel Hollis,Rachel Hollis,12-04-16,English,352.0,512,100
Meet Mr Mulliner,P.G.Wodehouse,Jonathan Cecil,21-01-10,English,512.0,329,100
My Family and Other Animals,Gerald Durrell,Hugh Bonneville,13-09-10,English,683.0,260,100
Uncle Fred in the Springtime,P.G.Wodehouse,Jonathan Cecil,12-09-05,English,607.0,439,100
Zero Limits,"Joe Vitale,Ihaleakala Hew Len","Joe Vitale,Ihaleakala Hew Len",29-06-07,English,703.0,381,100
"Ultimate Calming Nature Sounds with Calming Music for Hypnosis, Meditation, Energy Work, Deep Sleep",Yella A.Deeken,Ian Brannan,31-03-21,English,602.0,351,100
"Ida Scudder: Healing Bodies, Touching Hearts","Janet Benge,Geoff Benge",Rebecca Gallagher,01-04-16,English,703.0,297,100
Healing Is the New High,Vex King,Sid Sagar,13-04-21,English,633.0,320,100
Manifest,Roxie Nafousi,Roxie Nafousi,06-01-22,English,615.0,279,100
What to Say When You Talk to Your Self,Shad Helmstetter Ph D,"Douglas Martin,Shad Helmstetter",18-05-21,English,1172.0,322,100
The Universe Has Your Back,Gabrielle Bernstein,Gabrielle Bernstein,27-09-16,English,586.0,270,100
The Seat of the Soul,Gary Zukav,"Oprah Winfrey-preface,Maya Angelou-preface,Gary Zukav",09-01-20,English,888.0,611,100
Regression Through the Mirrors of Time,Brian L.Weiss M.D.,Brian L.Weiss M.D.,03-01-22,English,352.0,42,100
Grow a New Body,Alberto Villoldo,Dr.Alberto Villoldo,12-03-19,English,516.0,703,100
Mastering the Art of Public Speaking,Michael J.Gelb,Tom Parks,08-09-20,English,844.0,332,100
The Power of Intention,Dr.Wayne W.Dyer,Dr.Wayne W.Dyer,12-05-04,English,562.0,267,100
How to Day Trade for a Living,Andrew Aziz,Chris Abell,23-02-21,English,668.0,400,100
Work It Out,Mel Robbins,Mel Robbins,10-10-19,English,1003.0,677,100
The Clicking of Cuthbert,P.G.Wodehouse,Frederick Davidson,09-11-06,English,702.0,368,100
There Was an Old Lady Who Swallowed a Chick!,Lucille Colandro,Skip Hinnant,01-01-11,English,234.0,4,100
The Poet's Dog,Patricia Mac Lachlan,Michael Curran-Dorsano,04-01-18,English,197.0,53,100
Flawless Consulting,Peter Block,Erik Synnestvedt,31-01-12,English,820.0,561,100
Borrowing Life,Shelley Fraser Mickle,Tom Perkins,14-04-20,English,586.0,470,100
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,Charlie Mackesy,12-11-20,English,615.0,58,100
Chop Suey,Andrew Coe,Eric Martin,20-07-18,English,836.0,496,100
11 Birthdays,Wendy Mass,Kathleen Mc Inerney,01-02-10,English,609.0,348,100
The Power of Bad,"John Tierney,Roy F.Baumeister",Paul Bellantoni,31-12-19,English,888.0,489,100
Zen Ghosts,Jon J.Muth,David Pittu,28-03-12,English,234.0,9,100
Zen Golf,Dr.Joseph Parent,Dr.Joseph Parent,29-12-02,English,669.0,288,100
Steve Jobs: A Day in His Life in the 1970s & His Wisdom,Deaver Brown,Deaver Brown,27-12-11,English,117.0,36,100
The Subtle Art of Not Giving a F--k (Malayalam Edition),Mark Manson,Ravi Perumal,10-03-21,English,900.0,416,100
How a Branding Mindset Boosts Your Career,Kanika Tolver,"Kanika Tolver,Joniece Abbott-Pratt",16-09-21,English,233.0,27,100
Coach to Coach,Martin Rooney,Brian Hutchison,07-04-20,English,469.0,238,100
Chasing Excellence: A Story About Building the World's Fittest Athletes,Ben Bergeron,Ben Bergeron,27-11-17,English,501.0,238,100
The Monk Who Sold His Ferrari (Hindi),Robin Sharma,Vikrant Chaturvedi,01-03-18,Hindi,218.0,542,100
Conscious Coaching: The Art and Science of Building Buy-In,Brett Bartholomew,KFoster,10-01-18,English,668.0,572,100
Radical Self-Acceptance,Tara Brach,Tara Brach,03-12-08,English,585.0,196,100
7 Divine Laws to Awaken Your Best Self,Swami Mukundananda,Prateek Sharma,11-10-21,English,900.0,361,100
Apke Avchetan Man Ki Shakti [The Power of Your Subconscious Mind],Dr.Joseph Murphy,Sanyam Sharma,14-02-19,Hindi,161.0,517,100
Shooting Stars,"Le Bron James,Buzz Bissinger",Moe Irvin,08-09-09,English,1005.0,433,100
Getting Started with Sourdough,"Chad Robertson,Jennifer Latham","Chad Robertson,Jennifer Latham",18-08-20,English,377.0,109,100
The Master Swing Trader,Alan S.Farley,Chris Ryan,23-07-21,English,586.0,256,100
The Puma Years,Laura Coleman,Laura Coleman,01-06-21,English,1008.0,737,100
Ravenous,Sam Apple,Mark Bramhall,25-05-21,English,1131.0,778,100
Stock Market Investing for Beginners,George Graham,Reigning Voices,23-12-20,English,1003.0,1391,100
Blind Spots,"Max H.Bazerman,Ann E.Tenbrunsel",Kate Mc Queen,21-09-12,English,649.0,438,100
America's Favorite Pastime,Steven Womack,"Ron Jordan,Joe Loesch",06-07-10,English,501.0,256,100
In Love with the World,"Yongey Mingyur Rinpoche,Emeritus Professor Mark Williams Williams,Helen Tworkov",Feodor Chin,16-05-19,English,323.0,587,100
Idea Man,Paul Allen,Sean Runnette,19-04-11,English,1131.0,762,100
The Heartfulness Way,"Kamlesh D.Patel,Joshua Pollock,Varun Soni-foreword,",Assaf Cohen,25-02-20,English,586.0,376,100
The Sisterhood,Bobbie Houston,Bobbie Houston,03-05-16,English,500.0,489,100
Why Zebras Don't Get Ulcers,Robert Sapolsky,Peter Berkrot,31-12-12,English,1289.0,1036,100
Supernatural,Dr.Michael S.Heiser,Gordon Greenhill,04-12-15,English,501.0,231,100
A Father Who Keeps His Promises,Scott Hahn,Paul Smith,19-02-10,English,984.0,515,100
The Third Plate,Dan Barber,Dan Barber,20-05-14,English,1256.0,870,100
Best of Dale Carnegie,Dale Carnegie,David Carnegie,20-08-21,English,836.0,1041,100
The Supervillain Handbook,"King Oblivion Ph D,Matt Wilson-readto",Richard Allen,29-03-13,English,501.0,219,100
Awareness,Anthonyde Mello,Anthony De Mello,02-10-19,English,668.0,446,100
Money Magic,Laurence Kotlikoff,Alex Kotlikoff,04-01-22,English,500.0,513,100
Full Moon,P.G.Wodehouse,Jeremy Sinden,02-11-09,English,607.0,424,100
The Lost Causes of Bleak Creek,"Rhett Mc Laughlin,Link Neal",Vikas Adam,29-10-19,English,1003.0,644,100
Sochiye Aur Ameer Baniye [Think and Be Rich],Napoleon Hill,Dinesh Verma,09-01-19,Hindi,254.0,670,100
The Snark Handbook,Lawrence Dorfman,Bernard Setaro Clark,31-12-12,English,233.0,144,100
I Can Do It,Louise Hay,Louise Hay,17-08-21,English,422.0,75,100
The Wealthy Gardener,John Soforic,Dennis Kleinman,25-02-20,English,1131.0,776,100
Go Big,Cory Cotton,Cory Cotton,01-09-11,English,539.0,275,100
